passenger_id1,passenger_id2,number_of_flight_together,from_date,to_date
4249,6707,8,2017-04-30,2017-06-24
5954,5966,8,2017-03-05,2017-05-03
2354,4774,8,2017-05-19,2017-07-18
5668,9410,8,2017-06-08,2017-07-17
6012,6070,8,2017-03-05,2017-06-20
625,2906,8,2017-04-20,2017-07-12
258,8519,8,2017-06-10,2017-07-30
935,1250,8,2017-02-15,2017-07-12
4249,6447,8,2017-05-17,2017-06-24
1369,1371,8,2017-01-03,2017-04-22
2886,3093,8,2017-01-22,2017-06-05
1865,4990,8,2017-02-27,2017-05-03
1733,5332,8,2017-04-25,2017-07-30
4013,4052,8,2017-01-20,2017-03-10
2773,4969,8,2017-02-27,2017-05-03
3590,8190,8,2017-04-22,2017-06-05
1482,1484,8,2017-01-04,2017-03-03
4359,4398,8,2017-01-24,2017-05-27
1464,2941,8,2017-02-04,2017-03-14
4373,5481,8,2017-02-22,2017-05-09
5720,5724,8,2017-02-24,2017-05-03
5720,5771,8,2017-02-24,2017-05-03
2544,4632,8,2017-03-13,2017-07-26
3356,9069,8,2017-05-02,2017-06-24
5800,5912,8,2017-03-10,2017-05-09
4316,6017,8,2017-03-10,2017-05-12
3278,6813,8,2017-04-17,2017-06-18
334,362,8,2017-01-01,2017-03-20
755,760,8,2017-01-02,2017-01-29
3309,3399,8,2017-01-13,2017-07-15
2969,4395,8,2017-02-07,2017-04-02
6017,6063,8,2017-03-05,2017-05-09
7379,8307,8,2017-04-05,2017-06-08
337,375,8,2017-01-01,2017-07-09
366,739,8,2017-01-04,2017-03-04
1484,4053,8,2017-02-07,2017-04-15
5503,5522,8,2017-02-19,2017-07-11
309,1043,8,2017-01-03,2017-03-06
2941,4339,8,2017-02-07,2017-04-12
6870,6897,8,2017-03-15,2017-05-29
733,746,8,2017-01-02,2017-01-29
739,772,8,2017-01-02,2017-01-29
752,755,8,2017-01-02,2017-01-29
1828,1853,8,2017-01-08,2017-07-21
184,1817,8,2017-02-02,2017-05-03
2776,5411,8,2017-04-20,2017-06-26
1646,7685,8,2017-04-20,2017-07-12
759,763,8,2017-01-02,2017-01-29
3442,3472,8,2017-01-13,2017-04-20
1265,1291,8,2017-01-03,2017-06-08
3292,4550,8,2017-04-20,2017-07-27
6813,8158,8,2017-04-22,2017-06-24
4083,4364,8,2017-01-31,2017-03-14
6100,6447,8,2017-04-12,2017-06-18
2760,2780,8,2017-01-10,2017-04-15
4607,4969,8,2017-02-27,2017-05-03
2323,2797,8,2017-04-11,2017-06-10
6707,6813,8,2017-04-30,2017-06-24
3153,3356,8,2017-05-02,2017-06-24
2111,2182,8,2017-01-09,2017-04-10
928,2759,8,2017-02-04,2017-03-13
7685,8289,8,2017-04-22,2017-07-21
10356,10384,8,2017-05-26,2017-07-12
701,733,8,2017-01-02,2017-01-29
2354,6560,8,2017-05-19,2017-07-18
721,774,8,2017-01-02,2017-02-27
4017,4052,8,2017-01-20,2017-03-10
5964,5993,8,2017-03-05,2017-05-03
4034,9066,8,2017-05-18,2017-07-11
368,772,8,2017-01-04,2017-04-10
1608,1616,8,2017-01-07,2017-03-31
2959,4042,8,2017-02-07,2017-04-02
2511,2969,8,2017-02-04,2017-03-13
392,4451,8,2017-02-26,2017-07-11
6061,6067,8,2017-03-05,2017-06-11
1208,3503,8,2017-04-17,2017-05-30
211,10368,8,2017-05-30,2017-07-22
4609,4646,8,2017-02-02,2017-03-20
6017,6039,8,2017-03-05,2017-05-09
7898,9066,8,2017-05-18,2017-07-11
344,380,8,2017-01-01,2017-05-22
167,2937,8,2017-02-15,2017-07-12
822,4556,8,2017-03-22,2017-05-29
4052,4059,8,2017-01-20,2017-03-10
5744,5788,8,2017-02-24,2017-05-03
2773,6069,8,2017-03-10,2017-06-13
7505,9069,8,2017-05-02,2017-06-24
727,733,8,2017-01-02,2017-03-24
752,772,8,2017-01-02,2017-01-29
7820,7868,8,2017-03-24,2017-05-19
5789,7872,8,2017-04-17,2017-05-30
1208,7605,8,2017-04-22,2017-06-05
7209,7898,8,2017-05-18,2017-07-11
610,650,8,2017-01-02,2017-03-09
930,1314,8,2017-01-25,2017-03-10
5766,5787,8,2017-02-24,2017-05-19
4674,4942,8,2017-02-27,2017-05-03
4820,6729,8,2017-05-22,2017-07-12
205,275,8,2017-01-01,2017-02-27
750,755,8,2017-01-02,2017-04-15
592,1246,8,2017-03-11,2017-07-01
739,759,8,2017-01-02,2017-01-29
2221,2263,8,2017-01-09,2017-04-09
2573,2600,8,2017-01-10,2017-02-17
4614,4682,8,2017-02-02,2017-04-02
4339,5426,8,2017-02-22,2017-05-12
4016,4017,8,2017-01-20,2017-03-10
975,2759,8,2017-02-04,2017-03-13
2759,2969,8,2017-02-04,2017-03-13
4384,7508,8,2017-03-27,2017-05-27
3093,3590,8,2017-04-17,2017-06-12
7662,8190,8,2017-04-20,2017-05-30
733,740,8,2017-01-02,2017-01-29
4012,4059,8,2017-01-20,2017-03-03
5359,5383,8,2017-02-13,2017-07-17
1429,2957,8,2017-02-15,2017-07-27
2111,2137,8,2017-01-09,2017-04-10
2972,2988,8,2017-01-10,2017-03-26
5789,7866,8,2017-04-17,2017-05-30
6805,9098,8,2017-05-01,2017-06-24
716,759,8,2017-01-02,2017-01-29
751,752,8,2017-01-02,2017-01-29
3418,7605,8,2017-04-30,2017-06-12
768,772,8,2017-01-02,2017-05-02
2901,2910,8,2017-01-10,2017-04-22
2941,2969,8,2017-01-10,2017-03-03
4069,4346,8,2017-01-31,2017-03-20
3544,4969,8,2017-02-28,2017-05-09
7741,7778,8,2017-03-23,2017-06-08
368,1053,8,2017-01-03,2017-01-31
2345,2354,8,2017-01-09,2017-07-12
2667,2699,8,2017-01-10,2017-02-17
739,746,8,2017-01-02,2017-01-29
2717,2939,8,2017-02-04,2017-03-13
2857,4249,8,2017-04-30,2017-06-24
2231,4820,8,2017-05-22,2017-07-12
2886,5490,8,2017-04-02,2017-06-05
4017,4059,8,2017-01-20,2017-03-10
3590,5423,8,2017-04-17,2017-06-18
211,281,8,2017-01-01,2017-06-18
1023,1056,8,2017-01-02,2017-01-29
3609,3615,8,2017-01-15,2017-05-08
625,1646,8,2017-01-21,2017-05-19
3172,3405,8,2017-01-23,2017-06-08
2620,2645,8,2017-01-10,2017-04-29
2886,2939,8,2017-04-02,2017-06-05
382,4451,8,2017-05-22,2017-07-24
4012,4042,8,2017-01-20,2017-03-03
443,1692,8,2017-01-24,2017-03-20
7662,7866,8,2017-04-22,2017-06-06
1403,1451,8,2017-01-04,2017-06-25
8589,8598,8,2017-04-07,2017-07-16
1715,7560,8,2017-04-18,2017-07-11
1677,5423,8,2017-04-22,2017-06-25
746,752,8,2017-01-02,2017-01-29
739,740,8,2017-01-02,2017-01-29
905,910,8,2017-01-02,2017-04-14
2169,2185,8,2017-01-09,2017-04-07
5423,5490,8,2017-02-17,2017-05-19
2926,3418,8,2017-04-30,2017-06-24
4013,4080,8,2017-01-20,2017-03-03
1371,4053,8,2017-02-07,2017-04-15
756,7508,8,2017-03-27,2017-05-27
4066,4339,8,2017-01-31,2017-03-14
165,3615,8,2017-02-06,2017-06-11
2941,4012,8,2017-02-07,2017-04-12
1607,1858,8,2017-02-12,2017-07-05
1005,2719,8,2017-02-18,2017-05-27
2926,3278,8,2017-04-17,2017-06-18
3153,7505,8,2017-05-02,2017-06-24
5716,5731,8,2017-02-24,2017-06-24
1865,4969,8,2017-02-27,2017-05-03
5668,8158,8,2017-05-17,2017-06-24
1007,1038,8,2017-01-02,2017-07-24
4674,4990,8,2017-02-27,2017-05-03
5668,8461,8,2017-04-14,2017-06-11
1677,3503,8,2017-04-22,2017-06-18
2973,7860,8,2017-04-27,2017-06-25
281,5737,8,2017-04-29,2017-06-18
4316,4339,8,2017-01-24,2017-07-16
4399,5456,8,2017-02-22,2017-05-12
1246,9828,8,2017-06-04,2017-07-28
724,755,8,2017-01-02,2017-01-29
2759,2783,8,2017-01-10,2017-03-03
4025,4388,8,2017-01-31,2017-03-13
1696,4044,8,2017-02-07,2017-04-05
4969,6017,8,2017-03-10,2017-05-12
761,764,8,2017-01-02,2017-02-28
1444,4346,8,2017-02-07,2017-04-13
1884,4969,8,2017-02-27,2017-05-03
7039,8158,8,2017-04-22,2017-06-11
3275,3432,8,2017-05-12,2017-07-18
752,763,8,2017-01-02,2017-01-29
374,739,8,2017-01-04,2017-03-04
2175,2197,8,2017-01-09,2017-04-12
2674,2699,8,2017-01-10,2017-02-17
1982,4076,8,2017-03-05,2017-06-10
2294,5481,8,2017-03-10,2017-05-12
324,328,8,2017-01-01,2017-02-28
391,1046,8,2017-01-04,2017-04-14
2717,2789,8,2017-01-10,2017-03-03
407,928,8,2017-02-04,2017-03-13
4552,5668,8,2017-04-14,2017-06-27
2926,4249,8,2017-04-30,2017-06-24
248,293,8,2017-01-01,2017-06-16
759,760,8,2017-01-02,2017-01-29
749,758,8,2017-01-02,2017-02-23
2223,2284,8,2017-01-09,2017-07-12
4841,4881,8,2017-02-08,2017-07-16
7713,7822,8,2017-04-07,2017-07-19
2273,2279,8,2017-01-09,2017-04-01
662,920,8,2017-02-23,2017-06-27
1677,8158,8,2017-04-20,2017-06-18
1464,4044,8,2017-02-07,2017-04-05
7866,7868,8,2017-03-24,2017-05-19
4541,9540,8,2017-05-11,2017-07-21
724,733,8,2017-01-02,2017-01-29
2425,2500,8,2017-01-09,2017-04-17
4632,4641,8,2017-02-02,2017-07-23
1337,4053,8,2017-02-07,2017-04-15
5706,5771,8,2017-02-24,2017-05-03
1053,1056,8,2017-01-02,2017-01-29
774,1043,8,2017-01-04,2017-03-17
1337,2759,8,2017-02-04,2017-03-13
751,771,8,2017-01-02,2017-01-29
1056,1095,8,2017-01-02,2017-01-29
368,1095,8,2017-01-03,2017-01-31
1464,1482,8,2017-01-04,2017-03-03
8979,8983,8,2017-04-21,2017-05-24
4053,4399,8,2017-01-31,2017-03-13
5761,5798,8,2017-02-24,2017-05-03
6004,6027,8,2017-03-05,2017-04-28
2717,6001,8,2017-03-10,2017-07-21
366,368,8,2017-01-01,2017-01-29
733,759,8,2017-01-02,2017-01-29
2645,5978,8,2017-03-30,2017-04-29
1646,3735,8,2017-04-20,2017-07-12
1106,1173,8,2017-01-03,2017-07-18
226,670,8,2017-01-13,2017-03-25
4309,4373,8,2017-01-24,2017-03-10
2212,3589,8,2017-01-28,2017-04-21
5761,5769,8,2017-02-24,2017-05-03
5946,5978,8,2017-03-05,2017-04-16
2926,5423,8,2017-04-17,2017-06-18
3418,6707,8,2017-04-30,2017-06-24
205,274,8,2017-01-01,2017-02-27
1635,1646,8,2017-01-07,2017-05-19
4066,4364,8,2017-01-31,2017-03-14
4451,7560,8,2017-05-22,2017-07-24
746,771,8,2017-01-02,2017-01-29
751,759,8,2017-01-02,2017-01-29
3615,3637,8,2017-01-15,2017-05-08
4044,4364,8,2017-01-31,2017-03-14
950,2734,8,2017-02-15,2017-07-11
724,752,8,2017-01-02,2017-01-29
1330,2932,8,2017-02-13,2017-06-08
7505,7810,8,2017-05-02,2017-06-24
2867,2959,8,2017-02-04,2017-03-13
4080,4364,8,2017-01-31,2017-03-14
3867,4546,8,2017-02-02,2017-05-14
407,975,8,2017-02-04,2017-03-13
2773,4990,8,2017-02-27,2017-05-03
5869,6507,8,2017-04-25,2017-07-30
248,2576,8,2017-01-21,2017-06-22
4614,4700,8,2017-02-02,2017-04-02
5412,5435,8,2017-02-17,2017-04-24
1635,7662,8,2017-04-20,2017-05-30
8068,8093,8,2017-03-28,2017-05-30
2174,7098,8,2017-04-17,2017-07-29
382,7560,8,2017-05-22,2017-07-24
4012,4016,8,2017-01-20,2017-03-03
4249,7605,8,2017-04-30,2017-06-12
1963,1994,8,2017-01-08,2017-04-23
5491,6017,8,2017-03-10,2017-05-12
721,731,8,2017-01-02,2017-02-27
3920,3963,8,2017-01-19,2017-04-30
1063,3967,8,2017-01-22,2017-07-05
2789,2941,8,2017-02-04,2017-03-14
4373,5491,8,2017-02-22,2017-05-09
1666,2511,8,2017-01-21,2017-03-03
126,2498,8,2017-01-29,2017-04-21
1482,1818,8,2017-02-02,2017-03-10
5724,5744,8,2017-02-24,2017-05-03
5922,5946,8,2017-03-05,2017-05-16
364,366,8,2017-01-01,2017-01-29
709,791,8,2017-01-02,2017-06-03
755,763,8,2017-01-02,2017-01-29
4217,4248,8,2017-01-22,2017-05-25
1666,2941,8,2017-02-04,2017-03-14
2068,7810,8,2017-06-06,2017-07-24
1733,6507,8,2017-04-25,2017-07-30
701,752,8,2017-01-02,2017-01-29
6069,6071,8,2017-03-05,2017-05-24
1012,3102,8,2017-03-20,2017-05-12
8194,8424,8,2017-05-24,2017-07-30
1971,1976,8,2017-01-08,2017-03-17
2906,2939,8,2017-01-10,2017-05-29
4395,5456,8,2017-02-22,2017-05-12
2911,2972,8,2017-01-10,2017-03-26
4042,4052,8,2017-01-20,2017-06-16
701,739,8,2017-01-02,2017-01-29
5668,5819,8,2017-03-10,2017-06-06
394,468,8,2017-04-08,2017-05-22
8289,8353,8,2017-04-17,2017-07-12
1715,6729,8,2017-05-22,2017-07-12
5912,5997,8,2017-03-05,2017-04-29
4034,7898,8,2017-05-18,2017-07-11
4309,4353,8,2017-01-24,2017-03-10
5423,7662,8,2017-04-22,2017-06-11
1696,2867,8,2017-01-22,2017-03-03
1484,4025,8,2017-02-07,2017-04-15
5590,5596,8,2017-02-19,2017-05-19
3576,4674,8,2017-02-28,2017-05-09
6039,6063,8,2017-03-05,2017-05-09
6052,6447,8,2017-04-12,2017-06-18
3590,8158,8,2017-04-22,2017-06-24
3078,3090,8,2017-01-10,2017-07-23
4042,4059,8,2017-01-20,2017-03-03
2959,4395,8,2017-02-07,2017-04-02
6857,6892,8,2017-03-15,2017-07-24
5592,6752,8,2017-03-19,2017-07-20
191,2231,8,2017-05-22,2017-07-12
2857,10334,8,2017-06-05,2017-07-20
3153,7810,8,2017-05-02,2017-06-24
5522,6729,8,2017-05-22,2017-07-12
6084,8363,8,2017-05-29,2017-07-13
4044,4339,8,2017-01-31,2017-03-14
975,4053,8,2017-02-07,2017-04-15
7209,9066,8,2017-05-18,2017-07-11
763,771,8,2017-01-02,2017-01-29
4010,4046,8,2017-01-20,2017-04-08
441,1646,8,2017-01-21,2017-05-19
4226,4253,8,2017-01-22,2017-07-17
6447,8037,8,2017-04-12,2017-06-05
2857,5668,8,2017-05-17,2017-07-17
1849,7898,8,2017-05-18,2017-07-11
733,760,8,2017-01-02,2017-01-29
928,930,8,2017-01-02,2017-03-03
1503,1598,8,2017-01-07,2017-02-19
2959,4399,8,2017-02-07,2017-04-02
7868,7872,8,2017-03-24,2017-05-19
3735,8289,8,2017-04-22,2017-07-21
3153,9069,8,2017-05-02,2017-06-24
1696,4011,8,2017-02-07,2017-04-05
759,772,8,2017-01-02,2017-01-29
1696,2941,8,2017-02-04,2017-03-14
1617,3991,8,2017-03-13,2017-05-23
4441,5544,8,2017-04-14,2017-06-18
2550,3173,8,2017-01-21,2017-04-14
1097,1254,8,2017-02-26,2017-07-23
4025,4316,8,2017-01-31,2017-03-13
2789,4080,8,2017-02-07,2017-04-13
2857,3418,8,2017-04-30,2017-06-24
10756,10799,8,2017-06-16,2017-07-27
2655,2699,8,2017-01-10,2017-02-17
477,2734,8,2017-02-02,2017-05-03
3278,7662,8,2017-04-22,2017-06-11
4441,5546,8,2017-04-14,2017-06-18
1635,5482,8,2017-04-20,2017-05-30
1635,8190,8,2017-04-20,2017-05-30
2231,7209,8,2017-05-22,2017-07-12
5737,5789,8,2017-02-24,2017-06-05
8037,8093,8,2017-03-28,2017-05-30
4012,4364,8,2017-01-31,2017-03-14
191,382,8,2017-02-23,2017-07-11
3367,4632,8,2017-04-12,2017-07-26
360,392,8,2017-01-01,2017-04-06
2236,2295,8,2017-01-09,2017-04-05
5404,5431,8,2017-02-17,2017-04-28
1613,8461,8,2017-04-14,2017-06-11
701,759,8,2017-01-02,2017-01-29
4016,4052,8,2017-01-20,2017-03-10
2511,2939,8,2017-02-04,2017-03-13
8209,8289,8,2017-03-31,2017-05-19
719,778,8,2017-01-02,2017-02-27
274,3180,8,2017-01-13,2017-03-20
975,2717,8,2017-02-04,2017-03-13
5564,8146,8,2017-04-24,2017-07-04
211,266,8,2017-01-01,2017-02-11
721,778,8,2017-01-02,2017-02-27
3590,7820,8,2017-04-07,2017-05-29
2701,4650,8,2017-02-07,2017-07-19
8078,9363,8,2017-05-12,2017-07-07
6729,7209,8,2017-05-22,2017-07-12
1971,1984,8,2017-01-08,2017-03-17
4012,4013,8,2017-01-20,2017-03-03
2759,2939,8,2017-02-04,2017-03-13
2941,4083,8,2017-02-07,2017-04-12
6447,8068,8,2017-04-12,2017-06-05
915,1314,8,2017-01-25,2017-03-10
2294,6017,8,2017-03-10,2017-05-12
7253,7291,8,2017-03-17,2017-06-30
525,584,8,2017-01-02,2017-07-01
716,752,8,2017-01-02,2017-01-29
441,1635,8,2017-01-24,2017-07-19
2723,4142,8,2017-04-26,2017-06-20
716,739,8,2017-01-02,2017-01-29
1314,1337,8,2017-01-03,2017-03-03
438,1619,8,2017-01-21,2017-05-03
2231,6729,8,2017-05-22,2017-07-12
716,755,8,2017-01-02,2017-01-29
2111,2131,8,2017-01-09,2017-04-10
2544,2596,8,2017-01-10,2017-03-20
2655,2667,8,2017-01-10,2017-02-17
407,1666,8,2017-01-21,2017-03-03
2867,4025,8,2017-02-07,2017-04-15
2776,4468,8,2017-04-20,2017-06-11
4016,4080,8,2017-01-20,2017-03-03
2939,4042,8,2017-02-07,2017-04-02
364,392,8,2017-01-01,2017-05-12
5734,5744,8,2017-02-24,2017-05-03
2269,2488,8,2017-03-04,2017-06-17
4969,5491,8,2017-03-10,2017-05-12
6824,6832,8,2017-03-15,2017-06-27
5787,5989,8,2017-03-23,2017-07-19
1643,2544,8,2017-01-21,2017-04-13
5422,5434,8,2017-02-17,2017-06-27
7039,7082,8,2017-03-17,2017-05-19
1598,3940,8,2017-01-22,2017-04-13
407,4395,8,2017-02-07,2017-04-02
4316,4969,8,2017-03-10,2017-05-12
3590,5482,8,2017-04-22,2017-06-05
731,778,8,2017-01-02,2017-02-27
5706,5769,8,2017-02-24,2017-05-03
2294,4674,8,2017-02-28,2017-05-09
3330,3735,8,2017-03-05,2017-05-19
5789,7605,8,2017-04-22,2017-06-05
2667,2674,8,2017-01-10,2017-02-17
4013,4017,8,2017-01-20,2017-03-10
1371,2759,8,2017-02-04,2017-03-13
95,3330,8,2017-03-22,2017-05-29
1208,7866,8,2017-04-17,2017-05-30
2857,7605,8,2017-04-20,2017-06-12
7810,9098,8,2017-06-06,2017-07-24
1917,3802,8,2017-04-25,2017-06-24
1677,6084,8,2017-05-29,2017-07-05
716,733,8,2017-01-02,2017-01-29
802,852,8,2017-01-02,2017-04-16
739,751,8,2017-01-02,2017-01-29
5740,5742,8,2017-02-24,2017-05-27
1884,4942,8,2017-02-27,2017-05-03
2504,7162,8,2017-04-11,2017-05-29
3154,3172,8,2017-01-11,2017-05-13
290,602,8,2017-01-20,2017-04-24
1484,4042,8,2017-02-07,2017-07-17
5789,8190,8,2017-04-22,2017-06-05
309,313,8,2017-01-01,2017-02-27
3028,3064,8,2017-01-10,2017-07-11
9340,9363,8,2017-05-03,2017-06-14
1677,8961,8,2017-05-29,2017-07-05
3413,3414,8,2017-01-13,2017-04-22
1542,1561,8,2017-01-07,2017-07-17
4011,4364,8,2017-01-31,2017-03-14
5720,5734,8,2017-02-24,2017-05-03
6730,6769,8,2017-03-15,2017-06-04
3503,7820,8,2017-04-07,2017-05-29
774,778,8,2017-01-02,2017-02-27
755,759,8,2017-01-02,2017-01-29
6063,6064,8,2017-03-05,2017-05-09
3920,5467,8,2017-03-10,2017-05-30
4025,4399,8,2017-01-31,2017-03-13
2222,2263,8,2017-01-09,2017-04-09
95,2326,8,2017-01-10,2017-05-06
2531,2600,8,2017-01-10,2017-02-17
4056,4363,8,2017-01-28,2017-07-26
2717,2959,8,2017-02-04,2017-03-13
2969,4399,8,2017-02-07,2017-04-02
2959,4388,8,2017-02-07,2017-04-02
975,4025,8,2017-02-07,2017-04-15
95,1677,8,2017-03-22,2017-05-29
1673,4827,8,2017-04-16,2017-07-30
2068,9069,8,2017-06-06,2017-07-24
940,993,8,2017-01-02,2017-04-01
917,937,8,2017-01-02,2017-04-21
751,755,8,2017-01-02,2017-01-29
247,3421,8,2017-01-23,2017-07-12
5491,6064,8,2017-03-10,2017-05-12
915,928,8,2017-01-02,2017-03-03
901,975,8,2017-01-02,2017-05-06
368,746,8,2017-01-04,2017-04-10
1484,2969,8,2017-02-04,2017-03-13
3590,6707,8,2017-04-30,2017-06-24
9699,9700,8,2017-05-09,2017-07-21
2544,9068,8,2017-06-13,2017-07-30
724,771,8,2017-01-02,2017-01-29
2759,2959,8,2017-02-04,2017-03-13
5468,5484,8,2017-02-17,2017-05-07
831,852,8,2017-01-02,2017-04-16
1766,2905,8,2017-02-23,2017-04-29
313,385,8,2017-01-01,2017-02-27
759,1056,8,2017-01-04,2017-02-23
979,1377,8,2017-01-25,2017-04-23
5744,5761,8,2017-02-24,2017-05-03
950,5769,8,2017-03-24,2017-07-11
3093,5423,8,2017-04-15,2017-06-12
211,1677,8,2017-05-29,2017-07-05
308,385,8,2017-01-01,2017-02-27
2260,2288,8,2017-01-09,2017-04-23
5775,5792,8,2017-02-24,2017-04-16
5612,6584,8,2017-04-25,2017-07-21
610,684,8,2017-01-02,2017-03-09
4013,4042,8,2017-01-20,2017-03-03
4025,4395,8,2017-01-31,2017-03-13
4969,5481,8,2017-03-10,2017-05-12
1677,3330,8,2017-03-22,2017-05-29
6813,8190,8,2017-04-22,2017-06-05
2482,2973,8,2017-05-11,2017-07-01
2131,2137,8,2017-01-09,2017-04-10
5435,5467,8,2017-02-17,2017-04-30
5724,5769,8,2017-02-24,2017-05-03
1677,5789,8,2017-04-22,2017-06-05
2247,2262,8,2017-01-09,2017-05-12
4336,4364,8,2017-01-24,2017-07-18
5724,5788,8,2017-02-24,2017-05-03
6039,6064,8,2017-03-05,2017-05-09
2886,5911,8,2017-03-23,2017-05-29
2926,8158,8,2017-04-22,2017-06-24
5482,5789,8,2017-04-22,2017-06-05
2482,8363,8,2017-05-11,2017-07-01
724,739,8,2017-01-02,2017-01-29
760,771,8,2017-01-02,2017-01-29
2773,4942,8,2017-02-27,2017-05-03
4053,4316,8,2017-01-31,2017-03-13
5482,6813,8,2017-04-22,2017-06-05
746,759,8,2017-01-02,2017-01-29
930,975,8,2017-01-02,2017-03-03
1001,1056,8,2017-01-02,2017-01-29
4009,4364,8,2017-01-31,2017-03-14
1613,5668,8,2017-04-14,2017-06-11
1208,7872,8,2017-04-17,2017-05-30
92,1917,8,2017-04-25,2017-06-24
10325,10377,8,2017-05-26,2017-06-24
2065,3078,8,2017-01-22,2017-07-23
2969,4388,8,2017-02-07,2017-04-02
1635,7605,8,2017-04-20,2017-05-30
605,659,8,2017-01-02,2017-04-26
2531,2573,8,2017-01-10,2017-02-17
2655,2674,8,2017-01-10,2017-02-17
1053,3421,8,2017-01-17,2017-05-12
4080,4339,8,2017-01-31,2017-03-14
5966,6896,8,2017-04-13,2017-07-05
368,374,8,2017-01-01,2017-01-29
2867,4053,8,2017-02-07,2017-04-15
5590,6773,8,2017-03-19,2017-05-29
354,1031,8,2017-01-03,2017-07-08
2734,3120,8,2017-02-02,2017-05-03
2131,2182,8,2017-01-09,2017-04-10
4283,4441,8,2017-02-24,2017-06-25
364,1095,8,2017-01-03,2017-01-31
364,772,8,2017-01-04,2017-04-20
4373,5443,8,2017-02-22,2017-05-09
740,752,8,2017-01-02,2017-01-29
4646,4656,8,2017-02-02,2017-03-20
6855,6870,8,2017-03-15,2017-05-29
6813,7866,8,2017-04-17,2017-05-30
3021,8120,8,2017-04-21,2017-06-28
755,772,8,2017-01-02,2017-01-29
2262,4226,8,2017-03-21,2017-07-17
2867,2969,8,2017-02-04,2017-03-13
4399,5490,8,2017-02-22,2017-05-12
1342,4092,8,2017-02-25,2017-07-23
1314,1371,8,2017-01-03,2017-03-03
441,1677,8,2017-01-21,2017-05-19
5310,5370,8,2017-02-13,2017-04-23
5788,5798,8,2017-02-24,2017-05-03
2294,5491,8,2017-03-10,2017-05-12
716,771,8,2017-01-02,2017-01-29
368,739,8,2017-01-04,2017-04-22
3278,3590,8,2017-04-17,2017-06-18
733,751,8,2017-01-02,2017-01-29
719,731,8,2017-01-02,2017-02-27
752,771,8,2017-01-02,2017-01-29
2134,2190,8,2017-01-09,2017-04-09
441,625,8,2017-01-21,2017-05-19
3655,3661,7,2017-01-15,2017-06-03
1247,2563,7,2017-01-26,2017-07-30
1034,2760,7,2017-02-02,2017-04-15
2511,2789,7,2017-02-02,2017-03-03
928,4399,7,2017-02-07,2017-03-13
1572,4430,7,2017-02-28,2017-05-27
6049,6069,7,2017-03-05,2017-05-03
3802,5644,7,2017-03-20,2017-06-11
2926,7866,7,2017-04-07,2017-05-19
1244,6418,7,2017-04-08,2017-05-29
95,7662,7,2017-04-20,2017-05-29
10409,10449,7,2017-05-31,2017-07-13
352,383,7,2017-01-01,2017-05-08
1038,1044,7,2017-01-02,2017-05-11
736,1041,7,2017-01-08,2017-07-29
2072,2075,7,2017-01-09,2017-04-10
2937,2975,7,2017-01-10,2017-04-29
4025,4066,7,2017-01-20,2017-03-03
4017,4044,7,2017-01-20,2017-03-03
867,3707,7,2017-01-27,2017-04-08
5734,5788,7,2017-02-24,2017-05-03
3576,4942,7,2017-02-28,2017-05-03
3544,6063,7,2017-03-10,2017-05-09
1484,6093,7,2017-03-10,2017-05-27
5435,8013,7,2017-04-05,2017-07-04
258,8257,7,2017-06-10,2017-07-26
716,758,7,2017-01-02,2017-04-12
368,751,7,2017-01-04,2017-01-31
1917,1933,7,2017-01-08,2017-05-08
915,1337,7,2017-01-25,2017-03-03
1447,4209,7,2017-02-24,2017-05-10
2786,5944,7,2017-03-10,2017-04-24
2492,3173,7,2017-03-22,2017-04-29
5795,5989,7,2017-03-23,2017-05-19
8019,8078,7,2017-03-28,2017-05-21
8519,8557,7,2017-04-07,2017-06-28
7835,8355,7,2017-04-11,2017-07-04
2294,6897,7,2017-04-13,2017-05-29
3292,7645,7,2017-04-20,2017-07-26
1947,1970,7,2017-01-08,2017-04-11
2223,2295,7,2017-01-09,2017-02-26
2469,2500,7,2017-01-09,2017-04-16
2789,4066,7,2017-02-07,2017-03-14
2759,4025,7,2017-02-07,2017-03-13
2509,4903,7,2017-02-27,2017-03-20
95,3735,7,2017-03-22,2017-05-19
1208,7820,7,2017-04-17,2017-05-29
2024,2354,7,2017-05-19,2017-07-12
258,8006,7,2017-06-10,2017-07-26
258,2544,7,2017-06-26,2017-07-30
255,275,7,2017-01-01,2017-02-03
1013,1031,7,2017-01-02,2017-02-19
374,1056,7,2017-01-03,2017-01-29
751,1053,7,2017-01-04,2017-01-31
2268,2281,7,2017-01-09,2017-04-10
2427,2467,7,2017-01-09,2017-02-23
4025,4083,7,2017-01-20,2017-03-03
975,2906,7,2017-01-25,2017-05-06
1484,2789,7,2017-02-02,2017-03-03
5401,5419,7,2017-02-17,2017-04-13
1246,3677,7,2017-03-07,2017-07-28
3576,5491,7,2017-03-10,2017-05-09
8137,8171,7,2017-03-31,2017-07-21
4541,5560,7,2017-04-23,2017-05-25
529,4142,7,2017-04-26,2017-05-29
1020,2967,7,2017-05-24,2017-07-30
606,625,7,2017-01-02,2017-05-06
712,795,7,2017-01-02,2017-02-19
2447,2492,7,2017-01-09,2017-04-08
1616,2780,7,2017-02-02,2017-04-15
2773,3576,7,2017-02-28,2017-05-03
2759,6039,7,2017-03-10,2017-05-09
5443,6064,7,2017-03-10,2017-05-09
